20121229,Tier,Graphics,CPU,Motherboard,RAM,Total
,Enthusiast,RTX 2080 Ti$1200,i9 9900K$490,MSI Z390 Carbon$189,16GB DDR4$90,$2553
,Extremist,RTX 2080 x2$1400,TR 2920X$650,Gigabyte X399 Aoru...$280,16GB DDR4$90,$3187
,,,,,,
20190702,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 11$0,R5 2400G$150,ASRock B450M-HDV$60,4GB DDR4$20,$354
,Entry,RX 560$100,R5 1600$130,GIGABYTE B450M DS3...$75,4GB DDR4$20,$454
,Fair,RX 570$140,R5 1600$130,MSI B450M Gaming$85,4GB DDR4$20,$522
,Good,RX 570$140,R5 2600$165,MSI B450-A Pro$90,8GB DDR4$36,$603
,Very good,GTX 1660$220,R5 2600X$190,MSI X470 Gaming Pl...$135,8GB DDR4$36,$765
,Great,GTX 1660 Ti$280,i5 9600K$265,MSI Z390-A Pro$130,8GB DDR4$36,$985
,Excellent,RTX 2060$350,i7 8700$300,Gigabyte Z390 SLI$152,8GB DDR4$36,$1122
,Exceptional,RTX 2080$700,i7 8700K$366,MSI Z390 Carbon$189,8GB DDR4$50,$1738
,Enthusiast,RTX 2080 Ti$1200,i9 9900K$490,MSI Z390 Carbon$189,16GB DDR4$90,$2518
,Extremist,RTX 2080 x2$1400,TR 2920X$650,Gigabyte X399 Aoru...$280,16GB DDR4$90,$3187
,,,,,,
20191002,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 11$0,R5 2400G$119,ASRock B450M-HDV$65,4GB DDR4$22,$349
,Entry,RX 560$100,R5 1600$110,GIGABYTE B450M DS3...$73,4GB DDR4$22,$448
,Fair,RX 570$130,R5 2600$130,MSI B450-A Pro$90,8GB DDR4$39,$594
,Good,RX 580$169,R5 2600X$150,MSI B450-A Pro$90,8GB DDR4$39,$669
,Very good,GTX 1660$230,R7 2700$183,MSI X470 Gaming Pl...$135,8GB DDR4$39,$835
,Great,GTX 1660 Ti$270,R7 2700X$198,MSI X470 Gaming Pl...$135,8GB DDR4$39,$937
,Excellent,RTX 2060S$400,R7 3700X$330,ASUS X570-Plus$190,16GB DDR4$71,$1319
,Exceptional,RTX 2080S$700,i9 9900K$495,MSI Z390 Carbon$189,16GB DDR4$71,$1945
,Enthusiast,RTX 2080 Ti$1100,R9 3900X$715,GIGABYTE X570 Elit...$200,16GB DDR4$71,$2661
,Extremist,RTX 2080S x2$1400,TR 2950X$801,Gigabyte X399 Aoru...$280,32GB DDR4$135,$3385
,,,,,,
20200105,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 11 $0,R5 2400G $149,GIGABYTE B450M DS3H $72,4GB DDR4 $19,$364
,Entry,RX 560 $100,R5 1600 $118,GIGABYTE B450M DS3H $72,4GB DDR4 $19,$433
,Fair,RX 570 $120,R5 2600 $115,GIGABYTE B450 AORUS M $85,8GB DDR4 $31,$540
,Good,GTX 1650S $160,R5 2600X $139,MSI B450-A Pro $100,8GB DDR4 $31,$637
,Very Good,GTX 1660S $230,R7 2700 $150,MSI X470 Gaming Plus $110,8GB DDR4 $31,$745
,Great,GTX 1660S $230,R5 3600 $190,ASRock X570 Gaming 4 $149,8GB DDR4 $31,$895
,Excellent,RTX 2060S $400,R7 3700X $330,ASRock X570 Steel $185,16GB DDR4 $67,$1302
,Exceptional,RTX 2080S $705,i9 9900K $495,GIGABYTE Z390 Aorus $190,16GB DDR4 $67,$1961
,Enthusiast,RTX 2080 Ti $1100,R9 3900X $494,ASRock X570 Steel $185,16GB DDR4 $67,$2461
,Extremist,RTX 2080S x2$1440,R9 3950X$769,ASUS X570-Pro$235,32GB DDR4$121,$3353
,,,,,,
20200402,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 11 $0,R5 3400G $160,ASRock B450M Pro4 $70,4GB DDR4 $21,$405
,Entry,RX 560 $100,R5 1600AF $85,GIGABYTE B450M DS3H $73,4GB DDR4 $21,$433
,Fair,GTX 1650S $160,R5 2600 $146,GIGABYTE B450 AORUS M $85,8GB DDR4 $36,$644
,Good,GTX 1660S $230,R5 2600X $160,ASRock Fatal1ty B450 K4 $95,8GB DDR4 $36,$756
,Very Good,GTX 1660 Ti $280,R5 3600 $175,MSI X470 Gaming Plus $129,8GB DDR4 $36,$884
,Great,RX 5600XT $290,R5 3600 $175,MSI X570-A PRO $140,8GB DDR4 $36,$959
,Excellent,RX 5700XT $390,R7 3700X $300,ASUS X570-Plus $165,16GB DDR4 $70,$1289
,Exceptional,RTX 2080S $700,i9 9900K $550,GIGABYTE Z390 Aorus $190,16GB DDR4 $70,$2023
,Enthusiast,RTX 2080 Ti $1100,R9 3900X $500,ASRock X570 Steel $180,16GB DDR4 $70,$2468
,Extremist,RTX 2080S x2$1400,R9 3950X$750,ASUS X570-Pro$242,32GB DDR4$134,$3354
,,,,,,
20200630,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 11 $0,R5 3400G $160,GIGABYTE B450M DS3H $73,4GB DDR4 $22,$393
,Entry,RX 560 $100,R3 3100 $100,MSI B450M Pro $75,4GB DDR4 $22,$457
,Fair,GTX 1650S $170,R3 3300X $120,MSI B450 Gaming Plus $105,8GB DDR4 $40,$669
,Good,GTX 1660S $230,R5 3600 $167,MSI B450 Gaming Plus $105,8GB DDR4 $40,$792
,Very Good,RX 5600XT $270,R5 3600 $167,MSI B450 Gaming Plus $105,8GB DDR4 $40,$852
,Great,RX 5600XT $270,R5 3600X $205,ASRock X570 Gaming 4 $144,8GB DDR4 $40,$976
,Excellent,RX 5700XT $380,i5 10600K $260,ASRock Z490 Gaming 4 $150,16GB DDR4 $63,$1264
,Exceptional,RTX 2080S $720,i7 10700K $400,Gigabyte Z490 UD $170,16GB DDR4 $63,$1883
,Enthusiast,RTX 2080 Ti $1200,R9 3900X $415,ASRock X570 Steel $180,16GB DDR4 $63,$2516
,Extremist,RTX 2080S x2$1440,R9 3950X$700,ASUS X570-Pro$250,32GB DDR4$115,$3347
,,,,,,
20200929,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 11 $0,R5 3400G $148,GIGABYTE B450M DS3H $75,4GB DDR4 $23,$381
,Entry,RX 560 $109,R3 3100 $130,GIGABYTE A520M DS3H $75,4GB DDR4 $23,$497
,Fair,GTX 1650S $170,R3 3300X $145,MSI X470 Gaming Plus $120,8GB DDR4 $42,$701
,Good,GTX 1660S $230,R5 3600 $174,MSI X470 Gaming Plus $120,8GB DDR4 $42,$805
,Very Good,RX 5600XT $270,R5 3600 $174,MSI X470 Gaming Plus $120,8GB DDR4 $42,$855
,Great,RX 5600XT $270,R5 3600 $174,ASUS X570-P $150,8GB DDR4 $42,$961
,Excellent,RX 5700XT $380,i5 10600K $290,ASRock Z490 Gaming 4 $130,16GB DDR4 $59,$1204
,Exceptional,RTX 3080 $700,i7 10700K $410,Gigabyte Z490 UD $170,16GB DDR4 $59,$1892
,Enthusiast,RTX 3080 $700,R9 3900X $429,ASRock X570 Steel $200,16GB DDR4 $59,$2068
,Extremist,RTX 3090$1500,R9 3950X$688,ASUS X570-Pro$244,32GB DDR4$115,$3462
,,,,,,
20210112,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 11 $0,R5 3400G $184,GIGABYTE B450M DS3H $63,4GB DDR4 $23,$431
,Entry,RX 560 $109,R3 3100 $119,MSI B450M Pro $75,4GB DDR4 $23,$502
,Fair,GTX 1650S $170,R3 3300X $135,MSI B450 Gaming Plus $105,8GB DDR4 $43,$682
,Good,GTX 1660S $230,R5 3600X $240,MSI B450 Gaming Plus $105,8GB DDR4 $43,$867
,Very Good,RX 5600XT $270,R5 3600X $240,MSI B450 Gaming Plus $105,8GB DDR4 $43,$922
,Great,RX 5600XT $270,R5 3600X $240,ASUS X570-P $149,8GB DDR4 $43,$1009
,Excellent,RTX 3060 Ti $400,R5 5600X $300,ASUS X570-P $149,16GB DDR4 $70,$1248
,Exceptional,RTX 3080 $700,R7 5800X $450,ASUS X570-Plus $161,16GB DDR4 $70,$1927
,Enthusiast,RTX 3080 $700,R9 5900X $555,GIGABYTE X570 Elite $180,16GB DDR4 $70,$2147
,Extremist,RX 6900XT$1000,R9 5950X$800,ASUS X570-Pro$240,32GB DDR4$128,$3064
,,,,,,
20210327,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 11 $0,R5 3400G $184,ASRock B450M Pro4 $83,4GB DDR4 $22,$452
,Entry,RX 560 $109,R3 3100 $119,MSI B450M Pro $75,4GB DDR4 $22,$510
,Fair,GTX 1650S $170,R3 3300X $135,MSI X470 Gaming Plus $100,8GB DDR4 $52,$709
,Good,GTX 1660S $230,R5 3600X $240,MSI X470 Gaming Plus $100,8GB DDR4 $52,$889
,Very Good,RX 5600XT $270,R5 3600X $240,MSI X470 Gaming Plus $100,8GB DDR4 $52,$939
,Great,RX 5600XT $270,R5 3600X $240,ASUS X570-P $150,8GB DDR4 $52,$1028
,Excellent,RTX 3060 Ti $400,R5 5600X $300,ASUS X570-P $150,16GB DDR4 $78,$1265
,Exceptional,RTX 3080 $700,R7 5800X $450,ASRock X570 Steel $185,16GB DDR4 $78,$1945
,Enthusiast,RTX 3080 $700,R9 5900X $555,ASRock X570 Steel $185,16GB DDR4 $78,$2143
,Extremist,RX 6900XT$1000,R9 5950X$800,ASUS X570-Pro$250,32GB DDR4$144,$3237
,,,,,,
20210629,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 11 $0,R5 3400G $184,ASRock B450M Pro4 $83,4GB DDR4 $36,$461
,Entry,RX 560 $109,R3 3100 $130,MSI B450M Pro $75,4GB DDR4 $36,$510
,Fair,GTX 1650S $170,i5 11400 $180,ASRock B560M PRO4 $105,8GB DDR4 $56,$728
,Good,GTX 1660S $230,i5 11400 $180,ASRock B560M PRO4 $105,8GB DDR4 $56,$808
,Very Good,RX 5600XT $270,i5 11400 $180,ASRock B560M PRO4 $105,8GB DDR4 $56,$873
,Great,RX 5600XT $270,i5 11600K $265,ASRock Z590 Phantom 4 $150,8GB DDR4 $56,$1037
,Excellent,RTX 3060 Ti $400,R5 5600X $410,ASUS X570-P $150,16GB DDR4 $86,$1376
,Exceptional,RTX 3080 $700,R7 5800X $449,ASRock X570 Steel $185,16GB DDR4 $86,$1940
,Enthusiast,RTX 3080 $700,R9 5900X $900,ASRock X570 Steel $185,16GB DDR4 $86,$2486
,Extremist,RX 6900XT$1000,R9 5950X$1275,ASUS X570-Pro$250,32GB DDR4$180,$3708
,,,,,,
20210925,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 11 $0,R5 3400G $200,ASRock B450M Pro4 $70,4GB DDR4 $23,$454
,Entry,RX 550 $160,R3 3100 $130,MSI B450M Pro $70,4GB DDR4 $23,$561
,Fair,GTX 1650S $425,i5 11400F $184,ASUS B560-PLUS $120,8GB DDR4 $50,$1008
,Good,RX 590 $536,i5 11400F $184,ASUS B560-PLUS $120,8GB DDR4 $50,$1139
,Very Good,GTX 1660 Ti $584,i5 11400F $184,ASRock Z590 Phantom 4 $170,8GB DDR4 $50,$1257
,Great,RTX 2060 $750,i5 11600K $280,ASRock Z590 Phantom 4 $170,8GB DDR4 $50,$1550
,Excellent,RX 6600XT $1000,R5 5600X $280,ASUS X570-P $157,16GB DDR4 $79,$1836
,Exceptional,RX 6700XT $1100,R7 5800X $398,ASRock X570 Steel $196,16GB DDR4 $79,$2292
,Enthusiast,RTX 3070 Ti $1500,R9 5900X $549,ASRock X570 Steel $196,16GB DDR4 $79,$2938
,Extremist,RX 6800XT$1596,R9 5950X$800,ASRock X570 TAICHI$260,32GB DDR4$143,$3696
,,,,,,
20220104,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 11 $0,R5 3400G $200,ASRock B450M Pro4 $70,4GB DDR4 $23,$454
,Entry,RX 550 $160,R3 3100 $130,MSI B450M Pro $70,4GB DDR4 $23,$561
,Fair,GTX 1650S $425,i5 11400F $184,ASUS B560-PLUS $120,8GB DDR4 $50,$1008
,Good,RX 590 $536,i5 11400F $184,ASUS B560-PLUS $120,8GB DDR4 $50,$1139
,Very Good,GTX 1660 Ti $584,i5 11400F $184,ASRock Z590 Phantom 4 $170,8GB DDR4 $50,$1257
,Great,RTX 2060 $750,i5 11600K $280,ASRock Z590 Phantom 4 $170,8GB DDR4 $50,$1550
,Excellent,RX 6600XT $1000,R5 5600X $280,ASUS X570-P $157,16GB DDR4 $79,$1836
,Exceptional,RX 6700XT $1100,i7 12700K $450,GIGABYTE Z690 UD $200,16GB DDR4 $79,$2348
,Enthusiast,RTX 3070 Ti $1500,i7 12700K $450,GIGABYTE Z690 UD $200,16GB DDR4 $79,$2843
,Extremist,RX 6800XT$1596,i9 12900K$969,GIGABYTE Z690 UD$200,32GB DDR4$143,$3819
,,,,,,
20220402,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 7 $0,R5 5600G $209,ASRock B450M Pro4 $65,4GB DDR4 $20,$463
,Entry,RX 550 $160,i3 12100F $117,GIGABYTE H610M S2H $100,4GB DDR4 $20,$580
,Fair,GTX 1660S $350,i3 12100F $117,ASUS H610M-A $110,8GB DDR4 $50,$818
,Good,GTX 1660S $350,i5 12400F $180,MSI B660M-A $140,8GB DDR4 $50,$977
,Very Good,GTX 1660S $350,i5 12400F $180,MSI B660M-A $140,8GB DDR4 $50,$991
,Great,RTX 2060 $400,i5 12400F $180,MSI B660M-A $140,8GB DDR4 $50,$1063
,Excellent,RX 6600XT $470,i5 12600K $280,GIGABYTE Z690 UD $200,16GB DDR4 $79,$1390
,Exceptional,RTX 3070 Ti $820,i7 12700K $385,GIGABYTE Z690 UD $200,16GB DDR4 $79,$1969
,Enthusiast,RX 6800XT $1100,i7 12700K $385,GIGABYTE Z690 UD $200,16GB DDR4 $79,$2334
,Extremist,RX 6900XT$1200,i9 12900K$614,GIGABYTE Z690 UD$200,32GB DDR4$143,$2981
,,,,,,
20220701,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 7 $0,R5 5600G $209,ASRock B450M Pro4 $65,4GB DDR4 $18,$459
,Entry,RX 550 $160,i3 12100F $117,GIGABYTE H610M S2H $100,4GB DDR4 $18,$576
,Fair,GTX 1660S $350,i3 12100F $117,ASUS H610M-A $110,8GB DDR4 $30,$801
,Good,GTX 1660S $350,i5 12400F $180,MSI B660M-A $140,8GB DDR4 $30,$960
,Very Good,GTX 1660S $350,i5 12400F $180,MSI B660M-A $140,8GB DDR4 $30,$974
,Great,RTX 2060 $400,i5 12400F $180,MSI B660M-A $140,8GB DDR4 $30,$1046
,Excellent,RX 6600XT $470,i5 12600K $280,GIGABYTE Z690 UD $200,16GB DDR4 $53,$1375
,Exceptional,RTX 3070 Ti $820,i7 12700K $385,GIGABYTE Z690 UD $200,16GB DDR4 $53,$1954
,Enthusiast,RX 6800XT $1100,i7 12700K $385,GIGABYTE Z690 UD $200,16GB DDR4 $53,$2319
,Extremist,RX 6900XT$1200,i9 12900K$614,GIGABYTE Z690 UD$200,32GB DDR4$110,$2961
,,,,,,
20221002,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 7 $0,R5 5600G $150,GIGABYTE B450M DS3H $73,4GB DDR4 $15,$396
,Entry,RX 550 $85,i3 12100F $97,GIGABYTE H610M S2H $95,4GB DDR4 $15,$475
,Fair,RX 6600 $280,i3 12100F $97,ASUS H610M-A $110,8GB DDR4 $28,$711
,Good,RX 6600 $280,i5 12400F $163,ASUS B660 D4 $120,8GB DDR4 $28,$849
,Very Good,RX 6650XT $360,i5 12400F $163,ASUS B660 D4 $120,8GB DDR4 $28,$944
,Great,RX 6700XT $449,i5 12400F $163,ASUS B660 D4 $120,8GB DDR4 $28,$1058
,Excellent,RX 6750XT $500,i5 12600K $270,GIGABYTE Z690 UD $190,16GB DDR4 $55,$1424
,Exceptional,RX 6800 $600,R7 7700X $400,MSI X670-P $290,16GB DDR5 $90,$1826
,Enthusiast,RX 6800XT $710,R7 7700X $400,MSI X670-P $290,16GB DDR5 $90,$2093
,Extremist,RX 6900XT$799,R9 7900X$550,ASUS X670-P$290,32GB DDR5$140,$2685
,,,,,,
20230102,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 7 $0,R5 5600G $124,GIGABYTE B450M DS3H $88,4GB DDR4 $15,$375
,Entry,RX 550 $90,i3 12100F $82,GIGABYTE H610M S2H $90,4GB DDR4 $15,$452
,Fair,RX 6500XT $170,i3 12100F $82,ASUS H610M-A $110,8GB DDR4 $25,$632
,Good,RX 6600 $216,i5 12400F $165,MSI B660M-A $130,8GB DDR4 $25,$796
,Very Good,RX 6650XT $300,i5 12400F $165,MSI B660M-A $130,8GB DDR4 $25,$895
,Great,RX 6700XT $360,i5 12400F $165,MSI B660M-A $130,8GB DDR4 $25,$961
,Excellent,RX 6800 $580,i5 12600K $237,ASUS Z690-P $170,16GB DDR4 $55,$1440
,Exceptional,RX 6900XT $720,i5 13600K $320,GIGABYTE Z790 UD $200,16GB DDR5 $90,$1803
,Enthusiast,RX 7900 XT $900,R9 7900X $440,MSI X670-P $290,16GB DDR5 $90,$2273
,Extremist,RX 7900 XTX$1200,i9 13900K$660,GIGABYTE Z790 UD$200,32GB DDR5$140,$3051
,,,,,,
20230331,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 7 $0,R5 5600G $136,GIGABYTE B450M DS3H $88,8GB DDR4 $25,$402
,Entry,RX 550 $90,i3 12100F $92,GIGABYTE H610M S2H $90,8GB DDR4 $25,$493
,Fair,RX 6500XT $170,i3 12100F $92,ASUS H610M-A $110,8GB DDR4 $25,$661
,Good,RX 6600 $230,i5 12400F $164,MSI B660M-A $130,8GB DDR4 $25,$828
,Very Good,RX 6650XT $290,i5 13400F $210,Gigabyte B760M DS3H $150,8GB DDR5 $40,$974
,Great,RTX 3060 Ti $410,R5 7600 $229,ASRock B650 PG $200,8GB DDR5 $40,$1169
,Excellent,RX 6800 $600,R5 7600X $249,ASRock B650 PG $200,16GB DDR5 $73,$1531
,Exceptional,RX 6900XT $670,i7 13700KF $399,GIGABYTE Z790 UD $200,16GB DDR5 $73,$1867
,Enthusiast,RTX 4070 Ti $800,i9 13900KF $569,GIGABYTE Z790 UD $200,16GB DDR5 $73,$2247
,Extremist,RX 7900 XTX$1120,R9 7950X3D$700,MSI X670-P$270,32GB DDR5$140,$3167
,,,,,,
20230629,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 7 $0,R5 5600G $127,ASRock B450M-HDV $93,8GB DDR4 $25,$396
,Entry,RX 550 $90,i3 12100F $84,GIGABYTE H610M S2H $90,8GB DDR4 $25,$486
,Fair,RX 6500XT $177,i3 12100F $84,ASUS H610M-A $110,8GB DDR4 $25,$658
,Good,RX 6600 $200,i5 12400F $161,GIGABYTE B660M Elite $130,8GB DDR4 $25,$798
,Very Good,RX 6650XT $250,i5 13400F $205,Gigabyte B760M DS3H $140,8GB DDR5 $36,$917
,Great,RX 6700XT $330,R5 7600 $220,ASRock B650 PG $200,8GB DDR5 $36,$1092
,Excellent,RX 6800 $510,R5 7600X $240,ASRock B650 PG $200,16GB DDR5 $52,$1407
,Exceptional,RX 6950XT $620,i7 13700KF $391,GIGABYTE Z790 UD $195,16GB DDR5 $52,$1752
,Enthusiast,RX 7900 XT $810,i9 13900KF $548,GIGABYTE Z790 UD $195,16GB DDR5 $52,$2237
,Extremist,RX 7900 XTX$980,R9 7950X3D$699,MSI X670-P$250,32GB DDR5$85,$3372
,,,,,,
20230929,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 7 $0,R5 5600G $116,ASRock B450M-HDV $83,8GB DDR4 $25,$395
,Entry,RX 550 $90,i3 12100F $90,GIGABYTE H610M S2H $90,8GB DDR4 $25,$499
,Fair,RX 6500XT $165,i3 12100F $90,ASUS H610M-A $110,8GB DDR4 $25,$666
,Good,RX 6600 $210,i5 12400F $150,ASRock B660 Steel $120,8GB DDR4 $25,$768
,Very Good,RX 6650XT $260,i5 13400F $207,Gigabyte B760M DS3H $140,8GB DDR5 $33,$904
,Great,RTX 3060 Ti $320,R5 7600 $220,MSI B650-P $186,8GB DDR5 $33,$1045
,Excellent,RX 7800XT $500,R5 7600X $250,MSI B650-P $186,16GB DDR5 $50,$1373
,Exceptional,RX 6950XT $630,i7 13700K $376,GIGABYTE Z790 UD $180,16GB DDR5 $50,$1690
,Enthusiast,RX 7900 XT $790,i9 13900KF $530,GIGABYTE Z790 UD $180,16GB DDR5 $50,$2168
,Extremist,RX 7900 XTX$970,R9 7950X3D$652,MSI X670-P$230,32GB DDR5$90,$2977
,,,,,,
20240102,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 7 $0,R5 5600G $124,ASUS B450M-A $80,8GB DDR4 $25,$386
,Entry,RX 550 $90,i3 12100F $99,GIGABYTE H610M S2H $95,8GB DDR4 $25,$499
,Fair,Arc A580 $170,i3 12100F $99,ASUS H610M-A $110,8GB DDR4 $25,$641
,Good,RX 6600 $200,i5 12400F $148,ASRock B660 Steel $120,8GB DDR4 $25,$745
,Very Good,RX 6650XT $250,i5 13400F $202,ASRock B760M Riptide $130,8GB DDR5 $24,$868
,Great,RX 6700XT $340,R5 7600 $229,ASRock B650 PG $194,8GB DDR5 $24,$1059
,Excellent,RX 6800XT $450,R5 7600X $240,ASRock B650 PG $194,16GB DDR5 $47,$1286
,Exceptional,RX 6950XT $860,i7 13700K $365,GIGABYTE Z790 UD $190,16GB DDR5 $47,$1947
,Enthusiast,RX 7900 XT $760,i9 13900K $544,GIGABYTE Z790 UD $190,16GB DDR5 $47,$2202
,Extremist,RX 7900 XTX$960,i9 14900K$576,ASUS Strix Z790-A$370,32GB DDR5$83,$3102
,,,,,,
20240401,Tier,Graphics,CPU,Motherboard,RAM,Total
,Minimum,Vega 7 $0,R5 5600G $127,ASUS B450M-A $72,8GB DDR4 $24,$425
,Entry,RX 550 $75,i3 12100F $95,ASUS H610M-A $110,8GB DDR4 $24,$534
,Fair,Arc A580 $165,i3 12100F $95,ASUS H610M-A $110,8GB DDR4 $24,$679
,Good,RX 6600 $190,i5 12400F $137,ASRock Z690 Phantom $145,8GB DDR4 $24,$786
,Very Good,RX 6650XT $240,i5 13400F $186,Gigabyte B760M DS3H $130,8GB DDR5 $35,$895
,Great,RX 6700XT $320,R5 7600X $215,MSI B650-P $187,8GB DDR5 $35,$1071
,Excellent,RX 6800XT $450,R5 7600X $215,MSI B650-P $187,16GB DDR5 $59,$1294
,Exceptional,RTX 4070S $600,i7 13700K $370,ASRock Z790 PRO $170,16GB DDR5 $59,$1733
,Enthusiast,RX 7900 XT $700,i9 13900K $523,ASRock Z790 PRO $170,16GB DDR5 $59,$2148
,Extremist,RX 7900 XTX $930,i9 14900K $545,ASRock Z790 TAICHI $380,32GB DDR5 $99,$3184